city_id,city_name,dates,wind_gust,wind_speed,wind_direction
112,Bremen,9/1/2022,30.6,20.5,71
112,Bremen,9/2/2022,41.8,23.7,93.8
112,Bremen,9/3/2022,46.1,27.3,100.7
112,Bremen,9/4/2022,29.9,16.6,91.3
112,Bremen,9/5/2022,36.7,20.5,100.2
112,Bremen,9/6/2022,38.2,21.9,97.4
112,Bremen,9/7/2022,24.5,15.1,116.3
112,Bremen,9/8/2022,22.7,11.8,38.7
112,Bremen,9/9/2022,31.7,15.5,162.3
112,Bremen,9/10/2022,15.8,17.2,65.2
112,Bremen,9/11/2022,21.2,18.7,330.1
112,Bremen,9/12/2022,25.9,17.6,166.7
112,Bremen,9/13/2022,33.1,26.2,273.4
112,Bremen,9/14/2022,17.6,10.8,273.8
112,Bremen,9/15/2022,39.6,23.7,268.2
112,Bremen,9/16/2022,60.5,48.4,261.5
112,Bremen,9/17/2022,54.4,32.7,284.3
112,Bremen,9/18/2022,55.4,33.8,276.7
112,Bremen,9/19/2022,42.8,29.1,289.6
112,Bremen,9/20/2022,25.6,19.4,283.7
112,Bremen,9/21/2022,11.9,11.1,226.5
112,Bremen,9/22/2022,20.9,15.5,159.3
112,Bremen,9/23/2022,20.2,14.4,160.8
112,Bremen,9/24/2022,23,24.4,192.8
112,Bremen,9/25/2022,30.6,19.4,322
112,Bremen,9/26/2022,53.3,31.3,193.2
112,Bremen,9/27/2022,39.6,27,245.2
112,Bremen,9/28/2022,20.2,9,184.9
112,Bremen,9/29/2022,22,18.3,254.5
112,Bremen,9/30/2022,32,20.5,201
112,Bremen,10/1/2022,49.3,32,220.8
112,Bremen,10/2/2022,43.9,32,262.2
112,Bremen,10/3/2022,33.1,25.2,276.8
112,Bremen,10/4/2022,31.7,22,196.8
112,Bremen,10/5/2022,52.9,33.4,207.1
112,Bremen,10/6/2022,51.1,31.6,244.7
112,Bremen,10/7/2022,41,29.1,203.1
112,Bremen,10/8/2022,49.7,33.1,251.9
112,Bremen,10/9/2022,24.5,18.3,158.3
